municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Madrid-Hortaleza;2020/06/09 07:00:00;7;3,72;41;21,79;1871;994,22;79616
Madrid-Villaverde;2020/06/09 07:00:00;14;9,4;50;33,57;1521;1021,18;79617
Madrid-Villa de Vallecas;2020/06/09 07:00:00;11;9,97;29;26,28;1283;1162,51;79618
Madrid-Vicálvaro;2020/06/09 07:00:00;9;12,48;21;29,13;894;1240,1;79619
Madrid-San Blas - Canillejas;2020/06/09 07:00:00;10;6,32;33;20,87;1556;983,93;79620
Madrid-Barajas;2020/06/09 07:00:00;;4,09;7;14,3;455;929,61;79621
La Acebeda;2020/06/02 07:00:00;;0;;0;;0;14
Pozuelo de Alarcón;2020/06/02 07:00:00;7;8,1;24;27,77;850;983,55;1150
San Agustín del Guadalix;2020/06/02 07:00:00;;7,47;;37,37;82;612,9;1296
Las Rozas de Madrid;2020/06/02 07:00:00;;3,13;14;14,61;854;891,31;1277
Valdaracete;2020/06/02 07:00:00;;0;;164,2;7;1149,43;1551
Pozuelo del Rey;2020/06/02 07:00:00;;0;;87,18;;261,55;1163
Ajalvir;2020/06/02 07:00:00;;0;;0;35;742,78;29
Puebla de la Sierra;2020/06/02 07:00:00;;0;;0;;0;1185
Perales de Tajuña;2020/06/02 07:00:00;;0;;0;11;374,79;1104
Valdemorillo;2020/06/02 07:00:00;;0;;7,99;51;407,41;1603
Velilla de San Antonio;2020/06/02 07:00:00;;0;;8,17;77;629,29;1678
Villanueva de la Cañada;2020/06/02 07:00:00;;13,99;11;51,29;173;806,71;1760
Alameda del Valle;2020/06/02 07:00:00;;0;;0;;0;35
Villanueva del Pardillo;2020/06/02 07:00:00;;0;;17,46;112;651,92;1776
Nuevo Baztán;2020/06/02 07:00:00;;0;;47,8;32;509,88;1006
Villamantilla;2020/06/02 07:00:00;;69,4;;69,4;8;555,17;1757
Villamanta;2020/06/02 07:00:00;;0;;0;16;626,22;1744
El Álamo;2020/06/02 07:00:00;;31,68;6;63,36;102;1077,09;40
Puentes Viejas;2020/06/02 07:00:00;;0;;0;;294,55;9020
Santorcaz;2020/06/02 07:00:00;;0;;0;7;790,07;1369
Robregordo;2020/06/02 07:00:00;;0;;0;;0;1261
Venturada;2020/06/02 07:00:00;;0;;0;;138,7;1697
Alcalá de Henares;2020/06/02 07:00:00;11;5,62;36;18,4;2468;1261,44;53
Pinilla del Valle;2020/06/02 07:00:00;;0;;0;;0;1126
Valdemaqueda;2020/06/02 07:00:00;;0;;0;;640,2;1599
Olmeda de las Fuentes;2020/06/02 07:00:00;;0;;0;;862,07;1013
Pinto;2020/06/02 07:00:00;;7,62;18;34,27;314;597,8;1132
Los Santos de la Humosa;2020/06/02 07:00:00;;0;;0;20;772,2;1375
Alcobendas;2020/06/02 07:00:00;;1,71;9;7,69;871;744,19;66
Pelayos de la Presa;2020/06/02 07:00:00;;0;;0;19;731,9;1090
Alcorcón;2020/06/02 07:00:00;10;5,86;42;24,63;1933;1133,63;72
Talamanca de Jarama;2020/06/02 07:00:00;;0;;25,93;65;1685,25;1454
San Lorenzo de El Escorial;2020/06/02 07:00:00;;5,44;;27,22;149;811,15;1317
San Martín de la Vega;2020/06/02 07:00:00;;0;;26,08;101;526,86;1322
Parla;2020/06/02 07:00:00;;3,84;21;16,14;796;611,72;1065
Aldea del Fresno;2020/06/02 07:00:00;;0;;35,24;61;2149,4;88
Torremocha de Jarama;2020/06/02 07:00:00;;0;7;686,95;15;1472,03;1533
Algete;2020/06/02 07:00:00;;19,41;8;38,81;129;625,88;91
Soto del Real;2020/06/02 07:00:00;;11,36;;22,73;75;852,37;1441
Valverde de Alcalá;2020/06/02 07:00:00;;0;;0;8;1720,43;1662
Valdeolmos-Alalpardo;2020/06/02 07:00:00;;0;;0;11;265,96;1625
Valdeavero;2020/06/02 07:00:00;;0;;64,35;10;643,5;1564
Villamanrique de Tajo;2020/06/02 07:00:00;;0;;0;;568,99;1739
Valdilecha;2020/06/02 07:00:00;;0;;0;19;647,8;1659
Pezuela de las Torres;2020/06/02 07:00:00;;0;;0;;237,53;1111
Alpedrete;2020/06/02 07:00:00;;6,86;;13,72;147;1008,58;105
Villar del Olmo;2020/06/02 07:00:00;;0;;0;;198,91;1795
San Martín de Valdeiglesias;2020/06/02 07:00:00;;23,64;;35,47;99;1170,35;1338
Torrelodones;2020/06/02 07:00:00;;0;;8,43;355;1496,82;1527
Torrejón de Velasco;2020/06/02 07:00:00;;0;;45,64;22;502,05;1505
Ambite;2020/06/02 07:00:00;;0;;0;7;1182,43;112
Villanueva de Perales;2020/06/02 07:00:00;;0;;0;;319,9;1782
Tielmes;2020/06/02 07:00:00;;0;;75,47;36;1358,49;1467
San Sebastián de los Reyes;2020/06/02 07:00:00;;5,6;17;19,04;596;667,59;1343
Torrejón de la Calzada;2020/06/02 07:00:00;;11,27;;22,54;41;462,13;1492
Zarzalejo;2020/06/02 07:00:00;;0;;0;43;2593,49;1837
Anchuelo;2020/06/02 07:00:00;;0;;0;8;629,43;127
Valdelaguna;2020/06/02 07:00:00;;0;;0;;106,72;1570
Valdepiélagos;2020/06/02 07:00:00;;0;;0;;0;1631
Aranjuez;2020/06/02 07:00:00;6;10,07;7;11,74;468;785,14;133
Paracuellos de Jarama;2020/06/02 07:00:00;;0;;0;77;304,72;1049
El Vellón;2020/06/02 07:00:00;;0;;0;14;715,02;1684
Villavieja del Lozoya;2020/06/02 07:00:00;;0;;0;;0;1821
Prádena del Rincón;2020/06/02 07:00:00;;0;;0;;0;1179
Sevilla la Nueva;2020/06/02 07:00:00;;10,73;;53,66;150;1609,79;1415
Redueña;2020/06/02 07:00:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/06/02 07:00:00;;0;;0;;1250;1245
La Serna del Monte;2020/06/02 07:00:00;;0;;0;;0;1381
Arganda del Rey;2020/06/02 07:00:00;7;12,64;13;23,47;369;666,2;148
Rozas de Puerto Real;2020/06/02 07:00:00;;377,36;;377,36;;943,4;1283
Valdemanco;2020/06/02 07:00:00;;0;;109,41;;218,82;1586
Arroyomolinos;2020/06/02 07:00:00;;6,37;7;22,3;193;614,73;151
Titulcia;2020/06/02 07:00:00;;0;;0;9;685,45;1473
Villa del Prado;2020/06/02 07:00:00;;0;6;92,02;133;2039,88;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/02 07:00:00;;0;;0;;230,95;9015
Quijorna;2020/06/02 07:00:00;;0;;29,08;34;988,66;1198
Valdemoro;2020/06/02 07:00:00;9;11,84;24;31,59;861;1133,15;1610
Tres Cantos;2020/06/02 07:00:00;;0;6;12,57;449;940,87;9036
Torrelaguna;2020/06/02 07:00:00;;0;;63,03;26;546,22;1512
Rivas-Vaciamadrid;2020/06/02 07:00:00;;4,54;10;11,34;597;677,25;1230
Pedrezuela;2020/06/02 07:00:00;;33,94;;33,94;30;509,16;1087
Santa María de la Alameda;2020/06/02 07:00:00;;0;;0;7;558,21;1356
El Atazar;2020/06/02 07:00:00;;0;;0;;0;164
Villarejo de Salvanés;2020/06/02 07:00:00;;0;;13,63;39;531,7;1809
Serranillos del Valle;2020/06/02 07:00:00;;0;;96,04;38;912,36;1408
Villaviciosa de Odón;2020/06/02 07:00:00;;14,37;7;25,15;228;819,11;1816
Batres;2020/06/02 07:00:00;;0;;118,76;10;593,82;170
Robledo de Chavela;2020/06/02 07:00:00;;0;;0;27;632,32;1258
Patones;2020/06/02 07:00:00;;0;;554,53;15;2772,64;1071
Rascafría;2020/06/02 07:00:00;;0;;0;6;360,58;1202
San Fernando de Henares;2020/06/02 07:00:00;6;15,22;13;32,97;439;1113,31;1300
Villalbilla;2020/06/02 07:00:00;;0;;0;94;677,33;1723
Torrejón de Ardoz;2020/06/02 07:00:00;9;6,85;34;25,88;1064;809,89;1489
Becerril de la Sierra;2020/06/02 07:00:00;;0;;35;35;612,53;186
Piñuécar-Gandullas;2020/06/02 07:00:00;;0;;0;;0;1147
Torres de la Alameda;2020/06/02 07:00:00;;0;;38,57;80;1028,41;1548
Somosierra;2020/06/02 07:00:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/06/02 07:00:00;;0;;241,16;20;1607,72;1028
Ribatejada;2020/06/02 07:00:00;;0;;0;;255,43;1224
Villaconejos;2020/06/02 07:00:00;;0;;0;9;265,64;1701
Belmonte de Tajo;2020/06/02 07:00:00;;0;;0;;300,48;199
Valdetorres de Jarama;2020/06/02 07:00:00;;0;;0;18;400,27;1646
Berzosa del Lozoya;2020/06/02 07:00:00;;0;;0;;975,61;203
El Berrueco;2020/06/02 07:00:00;;0;;0;8;1052,63;210
Boadilla del Monte;2020/06/02 07:00:00;;5,5;8;14,66;389;712,85;225
El Boalo;2020/06/02 07:00:00;;0;;13,32;46;612,68;231
Braojos;2020/06/02 07:00:00;;0;;0;;975,61;246
Brea de Tajo;2020/06/02 07:00:00;;0;;0;6;1145,04;259
Brunete;2020/06/02 07:00:00;;0;;9,31;117;1089,79;262
Buitrago del Lozoya;2020/06/02 07:00:00;;0;;0;16;849,26;278
Bustarviejo;2020/06/02 07:00:00;;0;;39,95;10;399,52;284
Cabanillas de la Sierra;2020/06/02 07:00:00;;0;;0;10;1322,75;297
La Cabrera;2020/06/02 07:00:00;;0;;0;12;449,94;301
Cadalso de los Vidrios;2020/06/02 07:00:00;;131,62;;164,53;15;493,58;318
Camarma de Esteruelas;2020/06/02 07:00:00;;0;;13,63;44;599,78;323
Campo Real;2020/06/02 07:00:00;;0;;32,21;29;466,99;339
Canencia;2020/06/02 07:00:00;;0;;223,71;;671,14;344
Carabaña;2020/06/02 07:00:00;;0;;0;14;696,52;357
Casarrubuelos;2020/06/02 07:00:00;;0;;0;11;291,16;360
Cenicientos;2020/06/02 07:00:00;;98,38;;98,38;34;1672,41;376
Cercedilla;2020/06/02 07:00:00;;14,23;;56,93;123;1750,64;382
Cervera de Buitrago;2020/06/02 07:00:00;;0;;0;;2000;395
Ciempozuelos;2020/06/02 07:00:00;;12,2;11;44,73;265;1077,59;409
Cobeña;2020/06/02 07:00:00;;0;;13,46;86;1157,78;416
Colmenar del Arroyo;2020/06/02 07:00:00;;0;;57,97;53;3072,46;421
Colmenar de Oreja;2020/06/02 07:00:00;;0;;12,45;28;348,61;437
Colmenarejo;2020/06/02 07:00:00;;0;;10,95;50;547,65;442
Colmenar Viejo;2020/06/02 07:00:00;;1,97;6;11,82;484;953,66;455
Collado Mediano;2020/06/02 07:00:00;;0;;0;33;474,27;468
Collado Villalba;2020/06/02 07:00:00;;3,14;17;26,7;547;859;474
Corpa;2020/06/02 07:00:00;;0;;0;6;841,51;480
Coslada;2020/06/02 07:00:00;;4,9;25;30,61;850;1040,89;493
Cubas de la Sagra;2020/06/02 07:00:00;;0;;0;30;467,8;506
Chapinería;2020/06/02 07:00:00;;42,96;;42,96;8;343,64;513
Chinchón;2020/06/02 07:00:00;;18,76;;56,27;30;562,75;528
Daganzo de Arriba;2020/06/02 07:00:00;;0;;0;45;440,96;534
El Escorial;2020/06/02 07:00:00;;18,56;;30,94;144;890,98;549
Estremera;2020/06/02 07:00:00;;0;;0;10;793,65;552
Fresnedillas de la Oliva;2020/06/02 07:00:00;;0;;0;9;572,52;565
Fresno de Torote;2020/06/02 07:00:00;;0;;0;14;630,35;571
Fuenlabrada;2020/06/02 07:00:00;10;5,16;28;14,46;1645;849,25;587
Fuente el Saz de Jarama;2020/06/02 07:00:00;;14,93;;29,87;40;597,37;590
Fuentidueña de Tajo;2020/06/02 07:00:00;;0;;97,42;19;925,47;604
Galapagar;2020/06/02 07:00:00;;8,89;6;17,78;291;862,43;611
Garganta de los Montes;2020/06/02 07:00:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/06/02 07:00:00;;0;;0;;949,37;632
Gascones;2020/06/02 07:00:00;;0;;0;;0;647
Getafe;2020/06/02 07:00:00;10;5,45;44;23,99;1483;808,73;650
Griñón;2020/06/02 07:00:00;;9,69;;19,38;109;1056,3;663
Guadalix de la Sierra;2020/06/02 07:00:00;;0;;16,09;53;852,91;679
Guadarrama;2020/06/02 07:00:00;;6,24;6;37,43;231;1440,87;685
La Hiruela;2020/06/02 07:00:00;;0;;1754,39;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/06/02 07:00:00;;0;;0;;2068,97;702
Horcajuelo de la Sierra;2020/06/02 07:00:00;;0;;0;;0;719
Hoyo de Manzanares;2020/06/02 07:00:00;;35,57;;47,43;42;497,98;724
Humanes de Madrid;2020/06/02 07:00:00;;0;6;30,39;131;663,53;730
Leganés;2020/06/02 07:00:00;28;14,75;111;58,46;3222;1697,03;745
Loeches;2020/06/02 07:00:00;;0;;0;50;568,76;758
Lozoya;2020/06/02 07:00:00;;0;;0;;172,12;761
Madarcos;2020/06/02 07:00:00;;0;;0;;0;783
Majadahonda;2020/06/02 07:00:00;;4,18;21;29,24;616;857,63;800
Manzanares El Real;2020/06/02 07:00:00;;0;;0;44;497,74;822
Meco;2020/06/02 07:00:00;;0;;13,98;144;1006,64;838
Mejorada del Campo;2020/06/02 07:00:00;;8,59;;12,89;193;829,25;843
Miraflores de la Sierra;2020/06/02 07:00:00;;32,74;;32,74;39;638,51;856
El Molar;2020/06/02 07:00:00;;0;;11,19;40;447,53;869
Los Molinos;2020/06/02 07:00:00;;0;;0;53;1207,56;875
Montejo de la Sierra;2020/06/02 07:00:00;;0;;0;;283,29;881
Moraleja de Enmedio;2020/06/02 07:00:00;;0;;38,94;29;564,64;894
Moralzarzal;2020/06/02 07:00:00;;0;;23,03;78;598,8;908
Morata de Tajuña;2020/06/02 07:00:00;;0;;13,02;98;1275,54;915
Móstoles;2020/06/02 07:00:00;22;10,52;65;31,07;2244;1072,74;920
Navacerrada;2020/06/02 07:00:00;;0;;33,65;19;639,3;936
Navalafuente;2020/06/02 07:00:00;;0;;69,01;8;552,1;941
Navalagamella;2020/06/02 07:00:00;;0;;38,31;8;306,51;954
Navalcarnero;2020/06/02 07:00:00;6;20,48;29;98,98;212;723,6;967
Navarredonda y San Mamés;2020/06/02 07:00:00;;0;;0;;775,19;973
Navas del Rey;2020/06/02 07:00:00;;34,27;;102,81;81;2775,87;992
Madrid-Centro;2020/06/02 07:00:00;9;6,67;27;20,02;1213;899,53;79601
Madrid-Arganzuela;2020/06/02 07:00:00;7;4,55;67;43,56;1717;1116,36;79602
Madrid-Retiro;2020/06/02 07:00:00;24;20,11;56;46,93;1597;1338,45;79603
Madrid-Salamanca;2020/06/02 07:00:00;6;4,11;30;20,53;1740;1190,93;79604
Madrid-Chamartín;2020/06/02 07:00:00;9;6,17;43;29,48;1770;1213,58;79605
Madrid-Tetuán;2020/06/02 07:00:00;7;4,43;23;14,55;2198;1390,94;79606
Madrid-Chamberí;2020/06/02 07:00:00;10;7,17;39;27,98;1681;1206,06;79607
Madrid-Fuencarral-El Pardo;2020/06/02 07:00:00;12;4,88;50;20,33;3181;1293,41;79608
Madrid-Moncloa-Aravaca;2020/06/02 07:00:00;10;8,37;31;25,96;1519;1271,99;79609
Madrid-Latina;2020/06/02 07:00:00;39;16,37;108;45,34;2946;1236,68;79610
Madrid-Carabanchel;2020/06/02 07:00:00;23;9,09;91;35,95;2848;1125,25;79611
Madrid-Usera;2020/06/02 07:00:00;;3,58;25;17,89;1455;1041,21;79612
Madrid-Puente de Vallecas;2020/06/02 07:00:00;23;9,79;131;55,78;3199;1362,11;79613
Madrid-Moratalaz;2020/06/02 07:00:00;17;17,98;71;75,08;1416;1497,3;79614
Madrid-Ciudad Lineal;2020/06/02 07:00:00;13;6,01;44;20,34;2339;1081,45;79615
Madrid-Hortaleza;2020/06/02 07:00:00;11;5,85;43;22,85;1848;982;79616
Madrid-Villaverde;2020/06/02 07:00:00;6;4,03;26;17,46;1484;996,33;79617
Madrid-Villa de Vallecas;2020/06/02 07:00:00;7;6,34;28;25,37;1267;1148,01;79618
Madrid-Vicálvaro;2020/06/02 07:00:00;13;18,03;28;38,84;882;1223,45;79619
Madrid-San Blas - Canillejas;2020/06/02 07:00:00;6;3,79;22;13,91;1531;968,12;79620
Madrid-Barajas;2020/06/02 07:00:00;;4,09;8;16,34;450;919,4;79621
La Acebeda;2020/05/26 07:00:00;;0;;0;;0;14
Pozuelo de Alarcón;2020/05/26 07:00:00;;4,63;25;28,93;837;968,5;1150
San Agustín del Guadalix;2020/05/26 07:00:00;;7,47;15;112,12;78;583;1296
Las Rozas de Madrid;2020/05/26 07:00:00;;5,22;22;22,96;850;887,14;1277
Valdaracete;2020/05/26 07:00:00;;0;;328,41;7;1149,43;1551
Pozuelo del Rey;2020/05/26 07:00:00;;0;;0;;174,37;1163
Ajalvir;2020/05/26 07:00:00;;21,22;;21,22;35;742,78;29
Puebla de la Sierra;2020/05/26 07:00:00;;0;;0;;0;1185
Perales de Tajuña;2020/05/26 07:00:00;;0;;0;11;374,79;1104
Valdemorillo;2020/05/26 07:00:00;;0;;15,98;50;399,42;1603
Velilla de San Antonio;2020/05/26 07:00:00;;0;;32,69;76;621,12;1678
Villanueva de la Cañada;2020/05/26 07:00:00;;4,66;6;27,98;164;764,75;1760
Alameda del Valle;2020/05/26 07:00:00;;0;;0;;0;35
Villanueva del Pardillo;2020/05/26 07:00:00;;0;;17,46;111;646,1;1776
Nuevo Baztán;2020/05/26 07:00:00;;0;;15,93;30;478,01;1006
Villamantilla;2020/05/26 07:00:00;;69,4;;69,4;8;555,17;1757
Villamanta;2020/05/26 07:00:00;;0;;0;16;626,22;1744
El Álamo;2020/05/26 07:00:00;;10,56;;52,8;97;1024,29;40
Puentes Viejas;2020/05/26 07:00:00;;0;;0;;294,55;9020
Santorcaz;2020/05/26 07:00:00;;0;;0;7;790,07;1369
Robregordo;2020/05/26 07:00:00;;0;;0;;0;1261
Venturada;2020/05/26 07:00:00;;0;;0;;138,7;1697
Alcalá de Henares;2020/05/26 07:00:00;17;8,69;48;24,53;2456;1255,31;53
Pinilla del Valle;2020/05/26 07:00:00;;0;;0;;0;1126
Valdemaqueda;2020/05/26 07:00:00;;0;;0;;640,2;1599
Olmeda de las Fuentes;2020/05/26 07:00:00;;0;;0;;862,07;1013
Pinto;2020/05/26 07:00:00;7;13,33;19;36,17;303;576,86;1132
Los Santos de la Humosa;2020/05/26 07:00:00;;0;;0;20;772,2;1375
Alcobendas;2020/05/26 07:00:00;;3,42;11;9,4;867;740,77;66
Pelayos de la Presa;2020/05/26 07:00:00;;0;;0;19;731,9;1090
Alcorcón;2020/05/26 07:00:00;13;7,62;45;26,39;1915;1123,07;72
Talamanca de Jarama;2020/05/26 07:00:00;;51,85;32;829,66;65;1685,25;1454
San Lorenzo de El Escorial;2020/05/26 07:00:00;;16,33;6;32,66;147;800,26;1317
San Martín de la Vega;2020/05/26 07:00:00;;0;7;36,52;100;521,65;1322
Parla;2020/05/26 07:00:00;10;7,68;25;19,21;784;602,5;1065
Aldea del Fresno;2020/05/26 07:00:00;;70,47;;70,47;60;2114,16;88
Torremocha de Jarama;2020/05/26 07:00:00;;0;;0;8;785,08;1533
Algete;2020/05/26 07:00:00;;0;;4,85;120;582,21;91
Soto del Real;2020/05/26 07:00:00;;0;;11,36;73;829,64;1441
Valverde de Alcalá;2020/05/26 07:00:00;;0;;0;8;1720,43;1662
Valdeolmos-Alalpardo;2020/05/26 07:00:00;;0;;0;11;265,96;1625
Valdeavero;2020/05/26 07:00:00;;0;;64,35;10;643,5;1564
Villamanrique de Tajo;2020/05/26 07:00:00;;0;;0;;568,99;1739
Valdilecha;2020/05/26 07:00:00;;0;;0;19;647,8;1659
Pezuela de las Torres;2020/05/26 07:00:00;;0;;0;;237,53;1111
Alpedrete;2020/05/26 07:00:00;;6,86;;20,58;146;1001,72;105
Villar del Olmo;2020/05/26 07:00:00;;0;;0;;198,91;1795
San Martín de Valdeiglesias;2020/05/26 07:00:00;;35,47;;35,47;97;1146,71;1338
Torrelodones;2020/05/26 07:00:00;;12,65;9;37,95;355;1496,82;1527
Torrejón de Velasco;2020/05/26 07:00:00;;0;;0;20;456,41;1505
Ambite;2020/05/26 07:00:00;;0;;0;7;1182,43;112
Villanueva de Perales;2020/05/26 07:00:00;;0;;0;;319,9;1782
Tielmes;2020/05/26 07:00:00;;0;;37,74;35;1320,75;1467
San Sebastián de los Reyes;2020/05/26 07:00:00;;4,48;38;42,56;583;653,03;1343
Torrejón de la Calzada;2020/05/26 07:00:00;;11,27;;11,27;39;439,59;1492
Zarzalejo;2020/05/26 07:00:00;;0;;180,94;43;2593,49;1837
Anchuelo;2020/05/26 07:00:00;;0;;0;8;629,43;127
Valdelaguna;2020/05/26 07:00:00;;0;;0;;106,72;1570
Valdepiélagos;2020/05/26 07:00:00;;0;;0;;0;1631
Aranjuez;2020/05/26 07:00:00;8;13,42;13;21,81;467;783,47;133
Paracuellos de Jarama;2020/05/26 07:00:00;;0;;3,96;77;304,72;1049
El Vellón;2020/05/26 07:00:00;;51,07;;51,07;14;715,02;1684
Villavieja del Lozoya;2020/05/26 07:00:00;;0;;0;;0;1821
Prádena del Rincón;2020/05/26 07:00:00;;0;;0;;0;1179
Sevilla la Nueva;2020/05/26 07:00:00;;0;;21,46;144;1545,4;1415
Redueña;2020/05/26 07:00:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/05/26 07:00:00;;0;;0;;1250;1245
La Serna del Monte;2020/05/26 07:00:00;;0;;0;;0;1381
Arganda del Rey;2020/05/26 07:00:00;9;16,25;16;28,89;365;658,98;148
Rozas de Puerto Real;2020/05/26 07:00:00;;0;;0;;566,04;1283
Valdemanco;2020/05/26 07:00:00;;0;;109,41;;218,82;1586
Arroyomolinos;2020/05/26 07:00:00;;0;;0;186;592,43;151
Titulcia;2020/05/26 07:00:00;;0;;0;9;685,45;1473
Villa del Prado;2020/05/26 07:00:00;;0;;61,35;130;1993,87;1718
Lozoyuela-Navas-Sieteiglesias;2020/05/26 07:00:00;;0;;0;;230,95;9015
Quijorna;2020/05/26 07:00:00;;0;;29,08;34;988,66;1198
Valdemoro;2020/05/26 07:00:00;11;14,48;35;46,06;853;1122,62;1610
Tres Cantos;2020/05/26 07:00:00;;0;;4,19;445;932,48;9036
Torrelaguna;2020/05/26 07:00:00;;0;;42,02;23;483,19;1512
Rivas-Vaciamadrid;2020/05/26 07:00:00;;4,54;18;20,42;594;673,85;1230
Pedrezuela;2020/05/26 07:00:00;;33,94;;33,94;29;492,19;1087
Santa María de la Alameda;2020/05/26 07:00:00;;0;;0;7;558,21;1356
El Atazar;2020/05/26 07:00:00;;0;;0;;0;164
Villarejo de Salvanés;2020/05/26 07:00:00;;27,27;;40,9;38;518,06;1809
Serranillos del Valle;2020/05/26 07:00:00;;0;;48,02;35;840,34;1408
Villaviciosa de Odón;2020/05/26 07:00:00;;14,37;;14,37;224;804,74;1816
Batres;2020/05/26 07:00:00;;0;;0;8;475,06;170
Robledo de Chavela;2020/05/26 07:00:00;;0;;23,42;27;632,32;1258
Patones;2020/05/26 07:00:00;;0;;0;11;2033,27;1071
Rascafría;2020/05/26 07:00:00;;0;;0;6;360,58;1202
San Fernando de Henares;2020/05/26 07:00:00;;10,14;12;30,43;433;1098,09;1300
Villalbilla;2020/05/26 07:00:00;;14,41;;14,41;94;677,33;1723
Torrejón de Ardoz;2020/05/26 07:00:00;9;6,85;43;32,73;1025;780,2;1489
Becerril de la Sierra;2020/05/26 07:00:00;;0;;0;33;577,53;186
Piñuécar-Gandullas;2020/05/26 07:00:00;;0;;0;;0;1147
Torres de la Alameda;2020/05/26 07:00:00;;0;;38,57;79;1015,55;1548
Somosierra;2020/05/26 07:00:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/05/26 07:00:00;;0;;0;17;1366,56;1028
Ribatejada;2020/05/26 07:00:00;;0;;0;;255,43;1224
Villaconejos;2020/05/26 07:00:00;;0;;0;9;265,64;1701
Belmonte de Tajo;2020/05/26 07:00:00;;0;;0;;300,48;199
Valdetorres de Jarama;2020/05/26 07:00:00;;0;;22,24;18;400,27;1646
Berzosa del Lozoya;2020/05/26 07:00:00;;0;;0;;975,61;203
El Berrueco;2020/05/26 07:00:00;;0;;0;8;1052,63;210
Boadilla del Monte;2020/05/26 07:00:00;;3,67;9;16,49;386;707,35;225
El Boalo;2020/05/26 07:00:00;;0;;53,28;46;612,68;231
Braojos;2020/05/26 07:00:00;;0;;0;;975,61;246
Brea de Tajo;2020/05/26 07:00:00;;0;;0;6;1145,04;259
Brunete;2020/05/26 07:00:00;;0;6;55,89;117;1089,79;262
Buitrago del Lozoya;2020/05/26 07:00:00;;0;;0;16;849,26;278
Bustarviejo;2020/05/26 07:00:00;;0;;39,95;10;399,52;284
Cabanillas de la Sierra;2020/05/26 07:00:00;;0;;0;10;1322,75;297
La Cabrera;2020/05/26 07:00:00;;0;;37,5;12;449,94;301
Cadalso de los Vidrios;2020/05/26 07:00:00;;32,91;;32,91;11;361,96;318
Camarma de Esteruelas;2020/05/26 07:00:00;;0;;0;43;586,15;323
Campo Real;2020/05/26 07:00:00;;0;;64,41;28;450,89;339
Canencia;2020/05/26 07:00:00;;0;;223,71;;671,14;344
Carabaña;2020/05/26 07:00:00;;0;;0;14;696,52;357
Casarrubuelos;2020/05/26 07:00:00;;0;;0;11;291,16;360
Cenicientos;2020/05/26 07:00:00;;49,19;;98,38;33;1623,22;376
Cercedilla;2020/05/26 07:00:00;;28,47;9;128,1;122;1736,41;382
Cervera de Buitrago;2020/05/26 07:00:00;;0;;0;;2000;395
Ciempozuelos;2020/05/26 07:00:00;;16,27;14;56,93;264;1073,52;409
Cobeña;2020/05/26 07:00:00;;0;;13,46;86;1157,78;416
Colmenar del Arroyo;2020/05/26 07:00:00;;0;;0;52;3014,49;421
Colmenar de Oreja;2020/05/26 07:00:00;;12,45;;24,9;27;336,16;437
Colmenarejo;2020/05/26 07:00:00;;0;;10,95;50;547,65;442
Colmenar Viejo;2020/05/26 07:00:00;;1,97;8;15,76;473;931,98;455
Collado Mediano;2020/05/26 07:00:00;;0;;0;33;474,27;468
Collado Villalba;2020/05/26 07:00:00;;4,71;26;40,83;540;848;474
Corpa;2020/05/26 07:00:00;;0;;0;6;841,51;480
Coslada;2020/05/26 07:00:00;6;7,35;28;34,29;839;1027,42;493
Cubas de la Sagra;2020/05/26 07:00:00;;0;;15,59;30;467,8;506
Chapinería;2020/05/26 07:00:00;;0;;0;7;300,69;513
Chinchón;2020/05/26 07:00:00;;18,76;;37,52;29;543,99;528
Daganzo de Arriba;2020/05/26 07:00:00;;0;;0;45;440,96;534
El Escorial;2020/05/26 07:00:00;;30,94;10;61,87;142;878,6;549
Estremera;2020/05/26 07:00:00;;79,37;;79,37;10;793,65;552
Fresnedillas de la Oliva;2020/05/26 07:00:00;;0;;0;9;572,52;565
Fresno de Torote;2020/05/26 07:00:00;;0;;0;14;630,35;571
Fuenlabrada;2020/05/26 07:00:00;14;7,23;41;21,17;1626;839,44;587
Fuente el Saz de Jarama;2020/05/26 07:00:00;;14,93;;44,8;40;597,37;590
Fuentidueña de Tajo;2020/05/26 07:00:00;;0;;48,71;18;876,77;604
Galapagar;2020/05/26 07:00:00;;11,85;11;32,6;290;859,46;611
Garganta de los Montes;2020/05/26 07:00:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/05/26 07:00:00;;0;;0;;949,37;632
Gascones;2020/05/26 07:00:00;;0;;0;;0;647
Getafe;2020/05/26 07:00:00;11;6;60;32,72;1463;797,82;650
Griñón;2020/05/26 07:00:00;;9,69;;9,69;108;1046,61;663
