Fecha;cod_ine;CCAA;Total Pacientes COVID ingresados;% Camas Ocupadas COVID;Total pacientes COVID en UCI;% Camas Ocupadas UCI COVID;Ingresos COVID últimas 24 h;Altas COVID últimas 24 h
2020-10-09;13;Madrid;3020,0;20,00;477,0;38,28;340,0;515,0
2020-10-09;19;Melilla;22,0;12,00;1,0;8,33;8,0;6,0
2020-10-09;14;Murcia;285,0;8,00;64,0;16,28;39,0;27,0
2020-10-09;15;Navarra;237,0;11,40;32,0;24,81;31,0;36,0
2020-10-09;16;País Vasco;428,0;9,00;47,0;15,02;73,0;108,0
2020-10-09;17;La Rioja;81,0;9,00;18,0;30,00;6,0;8,0
2020-10-09;0;España;10109,0;8,27;1546,0;18,19;1322,0;1453,0
2020-10-12;1;Andalucía;1404,0;8,56;190,0;12,51;179,0;72,0
2020-10-12;2;Aragón;454,0;11,07;65,0;31,55;54,0;22,0
2020-10-12;3;Asturias;184,0;5,76;27,0;10,55;21,0;9,0
2020-10-12;4;Baleares;197,0;6,45;44,0;15,66;12,0;6,0
2020-10-12;5;Canarias;273,0;5,54;60,0;14,39;12,0;3,0
2020-10-12;6;Cantabria;55,0;3,62;12,0;10,43;11,0;0,0
2020-10-12;8;Castilla La Mancha;651,0;13,89;92,0;24,47;103,0;32,0
2020-10-12;7;Castilla y León;963,0;16,44;116,0;31,96;78,0;27,0
2020-10-12;9;Cataluña;1680,0;6,97;213,0;19,52;185,0;118,0
2020-10-12;18;Ceuta;18,0;10,40;6,0;35,29;2,0;0,0
2020-10-12;10;C. Valenciana;582,0;5,27;78,0;7,89;91,0;16,0
2020-10-12;11;Extremadura;180,0;5,73;27,0;12,11;16,0;5,0
2020-10-12;12;Galicia;246,0;3,33;34,0;5,22;39,0;9,0
2020-10-12;13;Madrid;3325,0;21,00;477,0;38,22;251,0;121,0
2020-10-12;19;Melilla;26,0;14,69;1,0;8,33;2,0;2,0
2020-10-12;14;Murcia;213,0;9,62;45,0;20,64;25,0;8,0
2020-10-12;15;Navarra;273,0;12,87;33,0;25,78;19,0;13,0
2020-10-12;16;País Vasco;476,0;10,25;53,0;16,88;38,0;23,0
2020-10-12;17;La Rioja;97,0;11,28;22,0;36,67;11,0;2,0
2020-10-12;0;España;11297,0;9,79;1595,0;18,80;1149,0;488,0
2020-10-13;1;Andalucía;1409,0;8,59;192,0;12,61;196,0;148,0
2020-10-13;2;Aragón;491,0;11,98;65,0;32,66;90,0;44,0
2020-10-13;3;Asturias;204,0;6,27;25,0;9,77;33,0;24,0
2020-10-13;4;Baleares;188,0;6,21;42,0;14,89;16,0;16,0
2020-10-13;5;Canarias;275,0;5,58;61,0;14,63;25,0;12,0
2020-10-13;6;Cantabria;50,0;3,21;11,0;9,57;9,0;3,0
2020-10-13;8;Castilla La Mancha;640,0;13,64;90,0;23,87;71,0;81,0
2020-10-13;7;Castilla y León;1023,0;15,95;133,0;31,29;112,0;109,0
2020-10-13;9;Cataluña;1866,0;7,55;231,0;20,46;217,0;282,0
2020-10-13;18;Ceuta;20,0;11,30;7,0;41,18;3,0;1,0
2020-10-13;10;C. Valenciana;616,0;5,41;90,0;8,85;100,0;63,0
2020-10-13;11;Extremadura;179,0;5,69;27,0;12,56;21,0;14,0
2020-10-13;12;Galicia;254,0;3,44;35,0;5,38;46,0;21,0
2020-10-13;13;Madrid;3257,0;20,36;477,0;37,56;308,0;407,0
2020-10-13;19;Melilla;30,0;16,95;1,0;8,33;5,0;2,0
2020-10-13;14;Murcia;325,0;9,13;64,0;16,04;61,0;50,0
2020-10-13;15;Navarra;260,0;12,17;32,0;24,81;29,0;43,0
2020-10-13;16;País Vasco;484,0;10,32;51,0;16,19;68,0;69,0
2020-10-13;17;La Rioja;100,0;11,63;18,0;30,00;12,0;16,0
2020-10-13;0;España;11671,0;9,84;1652,0;18,76;1422,0;1405,0
2020-10-14;1;Andalucía;1449,0;8,82;198,0;13,03;237,0;157,0
2020-10-14;2;Aragón;502,0;12,27;66,0;34,20;65,0;49,0
2020-10-14;3;Asturias;220,0;6,77;29,0;11,33;31,0;17,0
2020-10-14;4;Baleares;168,0;5,55;42,0;14,89;6,0;21,0
2020-10-14;5;Canarias;268,0;5,43;60,0;14,39;16,0;15,0
2020-10-14;6;Cantabria;48,0;3,08;12,0;10,43;8,0;4,0
2020-10-14;8;Castilla La Mancha;670,0;14,25;86,0;22,81;74,0;60,0
2020-10-14;7;Castilla y León;1003,0;15,43;137,0;32,46;114,0;118,0
2020-10-14;9;Cataluña;1840,0;7,44;240,0;21,24;242,0;185,0
2020-10-14;18;Ceuta;16,0;8,89;7,0;41,18;1,0;4,0
2020-10-14;10;C. Valenciana;633,0;5,56;94,0;9,27;93,0;89,0
2020-10-14;11;Extremadura;179,0;5,93;30,0;13,95;11,0;16,0
2020-10-14;12;Galicia;281,0;3,44;42,0;5,88;53,0;21,0
2020-10-14;13;Madrid;3202,0;20,02;475,0;37,43;333,0;411,0
2020-10-14;19;Melilla;26,0;14,69;1,0;8,33;2,0;6,0
2020-10-14;14;Murcia;319,0;8,96;73,0;18,30;66,0;60,0
2020-10-14;15;Navarra;256,0;11,96;35,0;27,34;26,0;36,0
2020-10-14;16;País Vasco;512,0;10,80;55,0;17,74;84,0;51,0
2020-10-14;17;La Rioja;100,0;11,63;20,0;33,33;11,0;9,0
2020-10-14;0;España;11692,0;9,79;1702,0;19,23;1473,0;1329,0
2020-10-15;1;Andalucía;1487,0;9,05;210,0;13,79;225,0;170,0
2020-10-15;2;Aragón;521,0;12,70;67,0;34,72;71,0;41,0
2020-10-15;3;Asturias;243,0;7,44;35,0;13,46;42,0;19,0
2020-10-15;4;Baleares;148,0;4,90;37,0;13,12;7,0;17,0
2020-10-15;5;Canarias;263,0;5,29;56,0;13,30;16,0;23,0
2020-10-15;6;Cantabria;46,0;2,95;10,0;8,70;8,0;5,0
2020-10-15;8;Castilla La Mancha;652,0;13,86;90,0;23,75;45,0;66,0
2020-10-15;7;Castilla y León;1012,0;15,56;137,0;32,31;119,0;87,0
2020-10-15;9;Cataluña;1915,0;7,73;257,0;22,35;250,0;238,0
2020-10-15;18;Ceuta;17,0;9,04;7,0;41,18;1,0;0,0
2020-10-15;10;C. Valenciana;657,0;5,58;100,0;9,87;107,0;59,0
2020-10-15;11;Extremadura;187,0;5,95;32,0;14,88;23,0;18,0
2020-10-15;12;Galicia;329,0;4,02;43,0;6,02;45,0;31,0
2020-10-15;13;Madrid;3130,0;19,81;507,0;35,70;319,0;346,0
2020-10-15;19;Melilla;30,0;16,95;2,0;16,67;10,0;4,0
2020-10-15;14;Murcia;332,0;9,33;70,0;17,54;69,0;47,0
2020-10-15;15;Navarra;220,0;10,32;36,0;27,91;34,0;36,0
2020-10-15;16;País Vasco;488,0;10,34;52,0;16,61;66,0;88,0
2020-10-15;17;La Rioja;107,0;12,44;20,0;33,33;16,0;13,0
2020-10-15;0;España;11784,0;9,83;1768,0;19,56;1473,0;1308,0
2020-10-18;1;Andalucía;1644,0;10,00;219,0;14,32;194,0;69,0
2020-10-18;2;Aragón;575,0;14,01;74,0;38,34;51,0;19,0
2020-10-18;3;Asturias;284,0;8,79;35,0;13,46;29,0;6,0
2020-10-18;4;Baleares;163,0;5,39;40,0;14,13;13,0;6,0
2020-10-18;5;Canarias;258,0;5,23;59,0;14,15;12,0;3,0
2020-10-18;6;Cantabria;61,0;3,91;11,0;9,57;10,0;1,0
2020-10-18;8;Castilla La Mancha;684,0;14,28;88,0;23,34;61,0;37,0
2020-10-18;7;Castilla y León;1186,0;18,36;152,0;36,36;124,0;36,0
2020-10-18;9;Cataluña;2273,0;7,45;293,0;25,43;277,0;116,0
2020-10-18;18;Ceuta;22,0;11,76;7,0;41,18;3,0;1,0
2020-10-18;10;C. Valenciana;737,0;6,48;114,0;11,43;101,0;42,0
2020-10-18;11;Extremadura;201,0;6,39;33,0;14,80;16,0;3,0
2020-10-18;12;Galicia;319,0;3,95;50,0;7,29;52,0;16,0
2020-10-18;13;Madrid;3217,0;20,44;486,0;38,85;237,0;115,0
2020-10-18;19;Melilla;40,0;22,60;5,0;41,67;4,0;0,0
2020-10-18;14;Murcia;368,0;10,45;73,0;18,30;65,0;29,0
2020-10-18;15;Navarra;277,0;12,99;37,0;28,68;26,0;12,0
2020-10-18;16;País Vasco;517,0;10,98;58,0;18,77;50,0;34,0
2020-10-18;17;La Rioja;119,0;13,84;23,0;38,33;11,0;1,0
2020-10-18;0;España;12945,0;10,36;1857,0;21,04;1336,0;546,0
2020-10-19;1;Andalucía;1704,0;10,37;228,0;14,88;283,0;191,0
2020-10-19;2;Aragón;577,0;9,11;74,0;37,95;65,0;62,0
2020-10-19;3;Asturias;315,0;9,81;39,0;15,00;45,0;9,0
2020-10-19;4;Baleares;171,0;5,66;40,0;14,13;23,0;16,0
2020-10-19;5;Canarias;258,0;5,27;55,0;13,19;19,0;21,0
2020-10-19;6;Cantabria;65,0;4,19;12,0;10,43;15,0;4,0
2020-10-19;8;Castilla La Mancha;689,0;14,41;98,0;25,99;80,0;84,0
2020-10-19;7;Castilla y León;1224,0;18,72;155,0;35,63;163,0;121,0
2020-10-19;9;Cataluña;2410,0;9,87;314,0;26,10;322,0;271,0
2020-10-19;18;Ceuta;24,0;12,77;7,0;41,18;3,0;1,0
2020-10-19;10;C. Valenciana;778,0;6,84;123,0;12,17;131,0;74,0
2020-10-19;11;Extremadura;211,0;6,71;34,0;15,25;19,0;8,0
2020-10-19;12;Galicia;312,0;4,20;44,0;6,76;55,0;24,0
2020-10-19;13;Madrid;3172,0;19,85;492,0;39,27;311,0;344,0
2020-10-19;19;Melilla;42,0;23,73;5,0;41,67;5,0;4,0
2020-10-19;14;Murcia;393,0;11,04;72,0;18,05;74,0;62,0
2020-10-19;15;Navarra;288,0;13,55;38,0;29,23;45,0;34,0
2020-10-19;16;País Vasco;535,0;11,24;61,0;19,55;71,0;76,0
2020-10-19;17;La Rioja;120,0;13,95;20,0;33,33;13,0;17,0
2020-10-19;0;España;13288,0;11,00;1911,0;21,51;1742,0;1423,0
2020-10-20;1;Andalucía;1781,0;10,83;233,0;15,26;291,0;191,0
2020-10-20;2;Aragón;592,0;14,01;77,0;28,52;83,0;72,0
2020-10-20;3;Asturias;323,0;10,03;39,0;15,00;38,0;34,0
2020-10-20;4;Baleares;162,0;5,36;39,0;13,93;20,0;11,0
2020-10-20;5;Canarias;256,0;5,23;52,0;12,47;12,0;19,0
2020-10-20;6;Cantabria;150,0;9,67;13,0;11,30;9,0;6,0
2020-10-20;8;Castilla La Mancha;692,0;14,47;91,0;24,14;77,0;74,0
2020-10-20;7;Castilla y León;1253,0;19,02;157,0;35,36;173,0;128,0
2020-10-20;9;Cataluña;2506,0;10,19;330,0;27,30;370,0;264,0
2020-10-20;18;Ceuta;24,0;12,70;8,0;47,06;2,0;2,0
2020-10-20;10;C. Valenciana;802,0;7,04;129,0;12,62;136,0;86,0
2020-10-20;11;Extremadura;218,0;6,93;32,0;14,35;26,0;21,0
2020-10-20;12;Galicia;351,0;4,71;44,0;6,76;67,0;40,0
2020-10-20;13;Madrid;3152,0;19,73;495,0;39,25;349,0;332,0
2020-10-20;19;Melilla;47,0;26,55;5,0;41,67;6,0;1,0
2020-10-20;14;Murcia;398,0;11,13;66,0;16,54;62,0;47,0
2020-10-20;15;Navarra;296,0;13,77;38,0;29,23;40,0;35,0
2020-10-20;16;País Vasco;566,0;11,85;61,0;19,61;96,0;63,0
2020-10-20;17;La Rioja;129,0;15,00;21,0;35,00;3,0;9,0
2020-10-20;0;España;13698,0;11,51;1930,0;21,48;1860,0;1435,0
2020-10-21;1;Andalucía;1850,0;11,27;239,0;15,63;294,0;210,0
2020-10-21;2;Aragón;625,0;15,04;80,0;40,61;101,0;68,0
2020-10-21;3;Asturias;332,0;10,24;39,0;15,00;41,0;29,0
2020-10-21;4;Baleares;171,0;5,57;40,0;14,04;18,0;23,0
2020-10-21;5;Canarias;255,0;5,20;49,0;11,75;20,0;13,0
2020-10-21;6;Cantabria;63,0;4,06;13,0;11,30;5,0;4,0
2020-10-21;8;Castilla La Mancha;723,0;15,12;94,0;24,87;101,0;66,0
2020-10-21;7;Castilla y León;1293,0;19,43;157,0;34,06;170,0;125,0
2020-10-21;9;Cataluña;2663,0;10,68;355,0;28,96;351,0;236,0
2020-10-21;18;Ceuta;28,0;14,89;8,0;47,06;6,0;2,0
2020-10-21;10;C. Valenciana;837,0;7,38;125,0;12,38;149,0;73,0
2020-10-21;11;Extremadura;226,0;7,19;31,0;13,90;29,0;20,0
2020-10-21;12;Galicia;408,0;4,94;53,0;7,42;50,0;32,0
2020-10-21;13;Madrid;3234,0;20,35;483,0;38,49;332,0;369,0
2020-10-21;19;Melilla;39,0;22,03;7,0;58,33;5,0;13,0
2020-10-21;14;Murcia;386,0;10,79;61,0;15,29;69,0;56,0
2020-10-21;15;Navarra;312,0;14,64;44,0;33,85;59,0;42,0
2020-10-21;16;País Vasco;582,0;12,18;66,0;21,29;88,0;84,0
2020-10-21;17;La Rioja;133,0;15,47;22,0;36,67;19,0;14,0
2020-10-21;0;España;14160,0;11,80;1966,0;21,85;1907,0;1479,0
2020-10-25;1;Andalucía;2240,0;13,83;282,0;18,61;273,0;138,0
2020-10-25;2;Aragón;739,0;17,90;83,0;41,71;79,0;20,0
2020-10-25;3;Asturias;476,0;14,67;50,0;19,23;47,0;17,0
2020-10-25;4;Baleares;187,0;6,16;47,0;16,49;14,0;8,0
2020-10-25;5;Canarias;258,0;5,27;48,0;11,51;5,0;1,0
2020-10-25;6;Cantabria;83,0;5,35;14,0;12,17;9,0;0,0
2020-10-25;8;Castilla La Mancha;796,0;16,64;90,0;23,08;85,0;47,0
2020-10-25;7;Castilla y León;1465,0;21,91;178,0;37,71;136,0;46,0
2020-10-25;9;Cataluña;3322,0;13,77;432,0;34,12;327,0;170,0
2020-10-25;18;Ceuta;34,0;18,48;8,0;47,06;5,0;3,0
2020-10-25;10;C. Valenciana;1075,0;9,42;144,0;13,99;151,0;37,0
2020-10-25;11;Extremadura;306,0;9,80;42,0;18,83;24,0;5,0
2020-10-25;12;Galicia;450,0;5,47;60,0;8,40;64,0;28,0
2020-10-25;13;Madrid;3176,0;19,97;510,0;40,28;188,0;129,0
2020-10-25;19;Melilla;52,0;29,05;9,0;64,29;7,0;2,0
2020-10-25;14;Murcia;476,0;13,29;76,0;18,77;86,0;33,0
2020-10-25;15;Navarra;400,0;18,79;50,0;37,59;41,0;21,0
2020-10-25;16;País Vasco;332,0;13,56;18,0;12,41;30,0;24,0
2020-10-25;17;La Rioja;141,0;16,40;22,0;36,67;13,0;5,0
2020-10-25;0;España;16008,0;13,72;2163,0;24,24;1584,0;734,0
2020-10-26;1;Andalucía;2277,0;14,71;291,0;20,24;370,0;293,0
2020-10-26;2;Aragón;775,0;18,69;88,0;42,11;103,0;50,0
2020-10-26;3;Asturias;479,0;14,73;52,0;20,00;63,0;37,0
2020-10-26;4;Baleares;182,0;6,00;49,0;17,31;24,0;26,0
2020-10-26;5;Canarias;245,0;5,00;48,0;11,51;12,0;13,0
2020-10-26;6;Cantabria;88,0;5,66;15,0;13,04;22,0;10,0
2020-10-26;8;Castilla La Mancha;783,0;16,37;93,0;23,97;87,0;99,0
2020-10-26;7;Castilla y León;1487,0;22,19;170,0;36,56;165,0;139,0
2020-10-26;9;Cataluña;3584,0;14,21;460,0;36,08;444,0;352,0
2020-10-26;18;Ceuta;34,0;18,28;7,0;41,18;3,0;2,0
2020-10-26;10;C. Valenciana;1098,0;9,62;165,0;15,96;179,0;120,0
2020-10-26;11;Extremadura;303,0;9,64;40,0;17,94;27,0;24,0
2020-10-26;12;Galicia;478,0;5,79;71,0;9,92;66,0;48,0
2020-10-26;13;Madrid;3118,0;19,48;507,0;40,05;285,0;397,0
2020-10-26;19;Melilla;54,0;30,17;9,0;64,29;5,0;3,0
2020-10-26;14;Murcia;484,0;13,07;84,0;15,97;87,0;82,0
2020-10-26;15;Navarra;393,0;18,30;49,0;36,84;43,0;49,0
2020-10-26;16;País Vasco;685,0;13,90;72,0;22,86;95,0;102,0
2020-10-26;17;La Rioja;149,0;17,33;22,0;36,67;21,0;17,0
2020-10-26;0;España;16696,0;13,93;2292,0;25,04;2101,0;1863,0
2020-10-27;1;Andalucía;2425,0;14,46;313,0;19,99;340,0;315,0
2020-10-27;2;Aragón;826,0;19,78;92,0;44,02;119,0;89,0
2020-10-27;3;Asturias;505,0;14,96;61,0;22,51;82,0;54,0
2020-10-27;4;Baleares;197,0;5,98;52,0;18,37;21,0;20,0
2020-10-27;5;Canarias;235,0;4,38;48,0;10,84;13,0;17,0
2020-10-27;6;Cantabria;102,0;6,51;16,0;13,68;27,0;6,0
2020-10-27;8;Castilla La Mancha;817,0;17,07;97,0;24,94;113,0;82,0
2020-10-27;7;Castilla y León;1465,0;21,80;171,0;35,92;175,0;154,0
2020-10-27;9;Cataluña;3700,0;14,67;482,0;37,57;493,0;378,0
2020-10-27;18;Ceuta;39,0;20,97;7,0;41,18;4,0;2,0
2020-10-27;10;C. Valenciana;1148,0;10,07;173,0;16,81;190,0;86,0
2020-10-27;11;Extremadura;323,0;9,43;42,0;18,26;48,0;22,0
2020-10-27;12;Galicia;479,0;5,80;73,0;10,20;69,0;58,0
2020-10-27;13;Madrid;3016,0;17,67;494,0;38,90;324,0;333,0
2020-10-27;19;Melilla;52,0;29,05;9,0;64,29;6,0;8,0
2020-10-27;14;Murcia;522,0;12,39;84,0;18,26;84,0;63,0
2020-10-27;15;Navarra;385,0;17,88;50,0;36,50;51,0;57,0
2020-10-27;16;País Vasco;687,0;14,33;80,0;25,32;110,0;104,0
2020-10-27;17;La Rioja;150,0;17,44;24,0;40,00;23,0;18,0
2020-10-27;0;España;17073,0;13,79;2368,0;25,50;2292,0;1866,0
2020-10-28;1;Andalucía;2543,0;15,14;334,0;21,26;443,0;285,0
2020-10-28;2;Aragón;852,0;20,36;97,0;46,41;116,0;76,0
2020-10-28;3;Asturias;528,0;15,65;69,0;25,46;84,0;61,0
2020-10-28;4;Baleares;209,0;6,35;55,0;19,43;24,0;17,0
2020-10-28;5;Canarias;233,0;4,34;45,0;10,16;14,0;19,0
2020-10-28;6;Cantabria;113,0;7,18;12,0;10,26;25,0;9,0
2020-10-28;8;Castilla La Mancha;845,0;17,63;96,0;24,68;116,0;86,0
2020-10-28;7;Castilla y León;1506,0;22,41;180,0;37,66;208,0;144,0
2020-10-28;9;Cataluña;3864,0;15,20;487,0;37,35;443,0;354,0
2020-10-28;18;Ceuta;40,0;21,62;7,0;41,18;5,0;4,0
2020-10-28;10;C. Valenciana;1183,0;10,35;178,0;17,26;177,0;129,0
2020-10-28;11;Extremadura;321,0;10,16;37,0;16,30;28,0;32,0
2020-10-28;12;Galicia;485,0;5,91;73,0;10,43;72,0;34,0
2020-10-28;13;Madrid;3001,0;17,55;490,0;38,13;330,0;333,0
2020-10-28;19;Melilla;48,0;26,82;9,0;64,29;5,0;9,0
2020-10-28;14;Murcia;530,0;12,58;84,0;18,22;87,0;63,0
2020-10-28;15;Navarra;408,0;18,96;53,0;38,41;66,0;41,0
2020-10-28;16;País Vasco;661,0;14,34;75,0;23,58;91,0;122,0
2020-10-28;17;La Rioja;150,0;17,44;23,0;38,33;15,0;19,0
2020-10-28;0;España;17520,0;14,17;2404,0;25,81;2349,0;1837,0
2020-10-29;1;Andalucía;2570,0;15,37;345,0;21,77;404,0;307,0
2020-10-29;2;Aragón;882,0;21,33;98,0;47,12;133,0;85,0
2020-10-29;3;Asturias;573,0;17,01;74,0;27,31;88,0;45,0
2020-10-29;4;Baleares;193,0;5,85;53,0;18,73;13,0;28,0
2020-10-29;5;Canarias;218,0;4,06;47,0;10,61;17,0;23,0
2020-10-29;6;Cantabria;111,0;7,06;11,0;9,40;16,0;10,0
2020-10-29;8;Castilla La Mancha;881,0;18,35;104,0;26,74;124,0;85,0
2020-10-29;7;Castilla y León;1523,0;22,62;177,0;37,11;195,0;155,0
2020-10-29;9;Cataluña;4045,0;15,99;511,0;38,92;492,0;346,0
2020-10-29;18;Ceuta;40,0;21,39;7,0;41,18;4,0;3,0
2020-10-29;10;C. Valenciana;1244,0;10,89;188,0;18,31;192,0;108,0
2020-10-29;11;Extremadura;321,0;10,26;36,0;16,67;32,0;40,0
2020-10-29;12;Galicia;555,0;6,75;70,0;9,78;61,0;49,0
2020-10-29;13;Madrid;3213,0;18,85;492,0;38,44;265,0;293,0
2020-10-29;19;Melilla;51,0;28,49;9,0;64,29;5,0;2,0
2020-10-29;14;Murcia;517,0;12,26;97,0;20,95;78,0;80,0
2020-10-29;15;Navarra;405,0;18,81;56,0;40,58;48,0;54,0
2020-10-29;16;País Vasco;677,0;14,62;80,0;25,08;107,0;89,0
2020-10-29;17;La Rioja;143,0;16,63;27,0;45,00;22,0;19,0
2020-10-29;0;España;18162,0;14,73;2482,0;26,59;2296,0;1821,0
